budget,dataset,scenario,target_fpr,n,tpr_mean,tpr_std,fpr_mean,fpr_std,precision_mean,AP_mean,P_at_R90_mean
20000,FINAL,DOMAIN_OOD_EXACT,0.0005,3,0.3038844519359829,0.0340525938826635,0.001028356734522,0.0001963490202753,0.9981487940773034,0.9839417582187752,0.956867502465187
20000,FINAL,DOMAIN_OOD_EXACT,0.001,3,0.4052253481558774,0.0123907626073229,0.0018947675265995,8.758565990048533e-05,0.9974320248705963,0.9839417582187752,0.956867502465187
20000,FINAL,DOMAIN_OOD_EXACT,0.0025,3,0.556915626546802,0.0036127597129901,0.0053037296150544,2.8049860039320792e-05,0.9947825251355464,0.9839417582187752,0.956867502465187
20000,FINAL,DOMAIN_OOD_EXACT,0.005,3,0.6730746076975559,0.0085119801319417,0.0114090916452088,0.0002528380216035,0.9907517140370252,0.9839417582187752,0.956867502465187
20000,FINAL,DOMAIN_OOD_EXACT,0.01,3,0.7694033078710207,0.0052145308718656,0.0225104859997732,0.0002686790073205,0.9841432153365672,0.9839417582187752,0.956867502465187
20000,FINAL,DOMAIN_OOD_EXACT,0.02,3,0.8480689221548876,0.0021378042263844,0.04397642067078,0.0009957700313963,0.9722355519057978,0.9839417582187752,0.956867502465187
20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.0001,3,0.1451776894350078,0.0261053177607217,9.77517106549349e-05,4.2327732345277774e-05,0.9996048241144888,0.9827365216108652,0.9528092580230167
20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.0005,3,0.3075581255270449,0.0342516668649753,0.0009612251547735,0.0001975294176113,0.9981651881418182,0.9827365216108652,0.9528092580230167
20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.001,3,0.4088182146729309,0.0130556098005469,0.0017758227435646,8.582318143410114e-05,0.9974368500134464,0.9827365216108652,0.9528092580230167
20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.0025,3,0.5584001927478618,0.0043421803684196,0.005042359074617,2.8218488230205396e-05,0.9946864197273966,0.9827365216108652,0.9528092580230167
20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,3,0.6746512468377305,0.0102785847016035,0.0110377973281198,0.0002496180098736,0.9904145979792596,0.9827365216108652,0.9528092580230167
20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.01,3,0.7690013251415492,0.005662735276037,0.0220185728250243,0.0002443792766373,0.983344201305874,0.9827365216108652,0.9528092580230167
20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.02,3,0.8439513311649199,0.0024873437560953,0.0431981101335939,0.0010299748204018,0.9706107856389704,0.9827365216108652,0.9528092580230167
20000,FINAL,LATE_TEST_Q4,0.0001,3,0.1434068043243436,0.0271356968666786,0.0001058761249338,0.0,0.9998081715737088,0.9933202515850278,0.9811163000355444
20000,FINAL,LATE_TEST_Q4,0.0005,3,0.3103368238749475,0.03301065421962,0.0006352567496029,0.0002801218963541,0.9994948864158922,0.9933202515850278,0.9811163000355444
20000,FINAL,LATE_TEST_Q4,0.001,3,0.407456011141166,0.0090774779230409,0.0013410975824951,6.112760923128384e-05,0.999168211433954,0.9933202515850278,0.9811163000355444
20000,FINAL,LATE_TEST_Q4,0.0025,3,0.5391770891918192,0.006024402863133,0.0039880007058408,6.112760923128428e-05,0.9981324875190968,0.9933202515850278,0.9811163000355444
20000,FINAL,LATE_TEST_Q4,0.005,3,0.6491514680807376,0.0135383907851063,0.0082583377448385,0.0004851853567978,0.996793316929582,0.9933202515850278,0.9811163000355444
20000,FINAL,LATE_TEST_Q4,0.01,3,0.7420123731219368,0.0110708029989509,0.0174342685724368,0.0001617284522659,0.9940903674862948,0.9933202515850278,0.9811163000355444
20000,FINAL,LATE_TEST_Q4,0.02,3,0.8219645232420079,0.0045672200999933,0.0325039703546849,0.0006942761804448,0.9900953327729886,0.9933202515850278,0.9811163000355444
20000,FINAL,OFFICIAL_TEST,0.0001,3,0.138181423611111,0.0240294613796548,4.383081306158229e-05,1.8979298789928528e-05,0.9996262244038644,0.9795212424547264,0.9473992911820042
20000,FINAL,OFFICIAL_TEST,0.0005,3,0.3022482638888888,0.0335217714770467,0.0005953685440864,0.0001413218067218,0.9976867174578232,0.9795212424547264,0.9473992911820042
