run,stream,allowed_tpr_loss_pp,scenario,target_fpr,escalation_rate,full_path_avoided_rate,delta_tpr_vs_full_pp,delta_fpr_vs_full_pp,tpr,fpr,precision,f1,tp,fp,tn,fn,fp_per_1000,full_tpr,full_fpr
0,URL_BASE,1.0,DOMAIN_TEMPLATE_OOD_EXACT,0.005,0.37786457150642627,0.6221354284935737,-0.8933863389953056,0.02932551319648081,0.954434405493314,0.012072336265884652,0.9925733271193831,0.9731303245585591,66023,494,40426,3152,12.072336265884653,0.9633682688832671,0.011779081133919844
0,URL_BASE,1.0,LATE_TEST_Q4,0.005,0.4225803693570451,0.5774196306429549,-0.9855646910736815,-0.20116463737427215,0.9542569431425587,0.01270513499205929,0.9966434505328522,0.9749897386783418,35631,120,9325,1708,12.70513499205929,0.9641125900532955,0.014716781365802012
0,URL_BASE,2.0,OFFICIAL_TEST,0.005,0.3027014161608949,0.697298583839105,-1.0651041666666639,0.0065746219592374006,0.9505338541666667,0.006728029804952882,0.9916593085648305,0.9706611707608949,73001,614,90646,3799,6.728029804952882,0.9611848958333333,0.006662283585360508
0,URL_BASE,2.0,DOMAIN_OOD_EXACT,0.005,0.3811520311947342,0.6188479688052658,-0.8922957552407351,0.029150269639994023,0.9535658385840992,0.012291697031530874,0.992951271835734,0.9728600967673693,71280,506,40660,3471,12.291697031530875,0.9624887961365065,0.012000194335130934
0,URL_BASE,2.0,TEMPLATE_OOD_EXACT,0.005,0.29632868759420183,0.7036713124057982,-1.075890465044138,0.006644150379270242,0.9510420485631292,0.006666297547201151,0.991153303550435,0.9706834765338284,67446,602,89703,3472,6.666297547201151,0.9618009532135706,0.006599856043408449
0,URL_BASE,2.0,DOMAIN_TEMPLATE_OOD_EXACT,0.005,0.37786457150642627,0.6221354284935737,-0.8933863389953056,0.02932551319648081,0.954434405493314,0.012072336265884652,0.9925733271193831,0.9731303245585591,66023,494,40426,3152,12.072336265884653,0.9633682688832671,0.011779081133919844
0,URL_BASE,2.0,LATE_TEST_Q4,0.005,0.4225803693570451,0.5774196306429549,-0.9855646910736815,-0.20116463737427215,0.9542569431425587,0.01270513499205929,0.9966434505328522,0.9749897386783418,35631,120,9325,1708,12.70513499205929,0.9641125900532955,0.014716781365802012
0,URL_DAPT,0.25,OFFICIAL_TEST,0.005,0.31632155182672855,0.6836784481732714,-0.3932291666666643,0.0,0.9572526041666667,0.006662283585360508,0.9917976391231028,0.9742189829385457,73517,608,90652,3283,6.662283585360508,0.9611848958333333,0.006662283585360508
0,URL_DAPT,0.25,DOMAIN_OOD_EXACT,0.005,0.406282081144267,0.593717918855733,-0.24748832791534614,0.0048583782733322214,0.960013912857353,0.012048778117864256,0.9931357081568822,0.9762939683964926,71762,496,40670,2989,12.048778117864256,0.9624887961365065,0.012000194335130934
0,URL_DAPT,0.25,TEMPLATE_OOD_EXACT,0.005,0.30612257556304,0.69387742443696,-0.4018725852392935,0.0,0.9577822273611777,0.006599856043408449,0.9913018096906013,0.9742537902150059,67924,596,89709,2994,6.599856043408449,0.9618009532135706,0.006599856043408449
