run,system,label_budget,allowed_tpr_loss_pp,scenario,escalation_rate,full_path_avoided_rate,delta_tpr_vs_full_pp,delta_fpr_vs_full_pp,tpr,fpr,precision,f1,tp,fp,tn,fn,fp_per_1000,full_tpr,full_fpr
3,RUT_ACTIVE_B95__URL_DAPT__TRI,2000,0.5,DOMAIN_OOD_EXACT,0.3706445128842189,0.6293554871157812,-0.35451030755441204,0.1943351309332944,0.9589436930609624,0.013943545644463878,0.9920560230292295,0.9752188671287761,71682,574,40592,3069,13.943545644463878,0.9624887961365065,0.012000194335130934
3,RUT_ACTIVE_B95__URL_DAPT__TRI,2000,0.5,TEMPLATE_OOD_EXACT,0.2832536300651892,0.7167463699348108,-0.5146789249555805,0.08858867172360334,0.9566541639640148,0.007485742760644482,0.990134267367192,0.9731063268262596,67844,676,89629,3074,7.485742760644483,0.9618009532135706,0.006599856043408449
3,RUT_ACTIVE_B95__URL_DAPT__TRI,2000,0.5,DOMAIN_TEMPLATE_OOD_EXACT,0.3632317543939325,0.6367682456060675,-0.3614022406938977,0.19305962854349948,0.9597542464763281,0.013709677419354839,0.9916208627076114,0.9754273582757278,66391,561,40359,2784,13.70967741935484,0.9633682688832671,0.011779081133919844
3,RUT_ACTIVE_B95__URL_DAPT__TRI,2000,0.5,LATE_TEST_Q4,0.399452804377565,0.6005471956224351,-0.305310801039127,0.03176283748014819,0.9610594820429043,0.015034409740603494,0.9960585116718017,0.9782460540304775,35885,142,9303,1454,15.034409740603493,0.9641125900532955,0.014716781365802012
3,RUT_ACTIVE_B95__URL_DAPT__TRI,2000,1.0,OFFICIAL_TEST,0.21924312745448055,0.7807568725455194,-1.196614583333333,0.11067280298049531,0.94921875,0.007769011615165461,0.9903680256490375,0.9693568868884176,72900,709,90551,3900,7.769011615165462,0.9611848958333333,0.006662283585360508
3,RUT_ACTIVE_B95__URL_DAPT__TRI,2000,1.0,DOMAIN_OOD_EXACT,0.2863514411173512,0.7136485588826488,-0.9725622399700318,0.228343778846621,0.9527631737368062,0.014283632123597144,0.9918114973262032,0.9718952776697439,71220,588,40578,3531,14.283632123597144,0.9624887961365065,0.012000194335130934
3,RUT_ACTIVE_B95__URL_DAPT__TRI,2000,1.0,TEMPLATE_OOD_EXACT,0.2102863735323124,0.7897136264676876,-1.2084379142107804,0.10962848125795915,0.9497165740714628,0.007696140855988041,0.9897864711155525,0.9693376029935596,67352,695,89610,3566,7.69614085598804,0.9618009532135706,0.006599856043408449
3,RUT_ACTIVE_B95__URL_DAPT__TRI,2000,1.0,DOMAIN_TEMPLATE_OOD_EXACT,0.2788773332122258,0.7211226667877741,-0.974340440910737,0.22727272727272718,0.9536248644741597,0.014051808406647116,0.9913588410327312,0.972125820641482,65967,575,40345,3208,14.051808406647115,0.9633682688832671,0.011779081133919844
3,RUT_ACTIVE_B95__URL_DAPT__TRI,2000,1.0,LATE_TEST_Q4,0.327889876880985,0.672110123119015,-0.832909290554118,-0.021175224986765516,0.9557834971477543,0.014505029115934357,0.9961758548499651,0.9755617516811547,35688,137,9308,1651,14.505029115934358,0.9641125900532955,0.014716781365802012
3,RUT_ACTIVE_B95__URL_DAPT__TRI,2000,2.0,OFFICIAL_TEST,0.21924312745448055,0.7807568725455194,-1.196614583333333,0.11067280298049531,0.94921875,0.007769011615165461,0.9903680256490375,0.9693568868884176,72900,709,90551,3900,7.769011615165462,0.9611848958333333,0.006662283585360508
3,RUT_ACTIVE_B95__URL_DAPT__TRI,2000,2.0,DOMAIN_OOD_EXACT,0.2863514411173512,0.7136485588826488,-0.9725622399700318,0.228343778846621,0.9527631737368062,0.014283632123597144,0.9918114973262032,0.9718952776697439,71220,588,40578,3531,14.283632123597144,0.9624887961365065,0.012000194335130934
3,RUT_ACTIVE_B95__URL_DAPT__TRI,2000,2.0,TEMPLATE_OOD_EXACT,0.2102863735323124,0.7897136264676876,-1.2084379142107804,0.10962848125795915,0.9497165740714628,0.007696140855988041,0.9897864711155525,0.9693376029935596,67352,695,89610,3566,7.69614085598804,0.9618009532135706,0.006599856043408449
