replicate,model_seed,label_rank_seed,rep,budget,dataset,scenario,target_fpr,threshold,tpr,fpr,precision,tp,fp,tn,fn,fp_per_1000,AP,P_at_R90,f1,fpr_ci_lo,fpr_ci_hi,AUC,FPR_at_TPR90,FPR_at_TPR95
8,302,9109,RUT,20000,FINAL,LATE_TEST_Q4,0.005,2.4199218750000004,0.8764026888775811,0.0119640021175224,0.9965587599354386,32724,113,9332,4615,11.9640021175225,0.9963139382778724,0.9963247280595156,0.932626538987688,0.0098699187296896,0.0143665885888498,0.9864205738869336,0.0131286394917946,0.0344097406034939
9,322,9110,RU,20000,FINAL,OFFICIAL_TEST,0.005,3.6875,0.6997786458333334,0.0056651325882095,0.9904718024327313,53743,517,90743,23057,5.665132588209511,0.9876649061157008,0.9837467799553108,0.8201281855638639,0.0051884761043231,0.0061736094104311,0.9886502488026429,0.0125136971290817,0.0322594784133245
9,322,9110,RU,20000,FINAL,DOMAIN_OOD_EXACT,0.005,3.6875,0.704766491418175,0.0106884322013311,0.9917171793230676,52682,440,40726,22069,10.688432201331196,0.9910120181119336,0.9860781382807232,0.8239737864912844,0.0097175675640052,0.011729208357201,0.9840834749720138,0.0230772967983287,0.0534664528980226
9,322,9110,RU,20000,FINAL,TEMPLATE_OOD_EXACT,0.005,3.6875,0.6902196903465975,0.0055035712308288,0.9899486308295918,48949,497,89808,21969,5.503571230828857,0.986782298060324,0.9828958509737512,0.8133495064969591,0.0050314536287235,0.0060078654500045,0.9884617613904232,0.0123027517856154,0.0310392558551575
9,322,9110,RU,20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,3.6875,0.6958294181423925,0.0103616813294232,0.9912681741422628,48134,424,40496,21041,10.361681329423266,0.990384096083886,0.9853290285822808,0.817680684260148,0.0094031821578965,0.0113905797789061,0.9839917826033044,0.0226539589442815,0.0511241446725317
9,322,9110,RU,20000,FINAL,LATE_TEST_Q4,0.005,3.6875,0.7200514207664908,0.0098464796188459,0.9965528744579116,26886,93,9352,10453,9.846479618845953,0.9962264995017244,0.9944455934056194,0.8360334587518268,0.0079545279758889,0.0120492145515186,0.986829671021962,0.0199047114875595,0.0385389094759131
9,322,9110,RUT,20000,FINAL,OFFICIAL_TEST,0.005,3.88671875,0.7383984375,0.0059390751698444,0.9905329164556078,56709,542,90718,20091,5.939075169844401,0.9884330254308008,0.9840038709493788,0.8460809691833706,0.0054508426681055,0.0064590996604243,0.989332534405476,0.0123164584703046,0.0287201402586017
9,322,9110,RUT,20000,FINAL,DOMAIN_OOD_EXACT,0.005,3.88671875,0.7423178285240332,0.0113200213768644,0.9916718791886338,55489,466,40700,19262,11.320021376864402,0.9916183814885212,0.9862281934199744,0.8490658424249843,0.0103205064832421,0.0123893267840216,0.985145514928702,0.0228343778846621,0.0466404314239906
9,322,9110,RUT,20000,FINAL,TEMPLATE_OOD_EXACT,0.005,3.88671875,0.7268535491694633,0.0057582636620342,0.990012868035416,51547,520,89785,19371,5.758263662034217,0.98751168047064,0.9831349053552452,0.8382648290441924,0.0052751607278575,0.0062735160528348,0.9890937202468574,0.0121255744421682,0.0278500636731078
9,322,9110,RUT,20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,3.88671875,0.7311167329237441,0.0109481915933528,0.9912196460419812,50575,448,40472,18600,10.948191593352885,0.9909583249761216,0.9855258162490508,0.841528145227042,0.009962559354227,0.0120041085082177,0.9849591735582154,0.0223607038123167,0.0448680351906158
9,322,9110,RUT,20000,FINAL,LATE_TEST_Q4,0.005,3.88671875,0.7637055089852434,0.0098464796188459,0.9967492747037644,28516,93,9352,8823,9.846479618845953,0.9963956665585848,0.9949732398947336,0.8648025717231759,0.0079545279758889,0.0120492145515186,0.9870267692153832,0.0179989412387506,0.0397035468501852
