replicate,model_seed,label_rank_seed,rep,budget,dataset,scenario,target_fpr,threshold,tpr,fpr,precision,f1,tp,fp,tn,fn,fp_per_1000,fpr_ci_lo,fpr_ci_hi,AP,AUC,P_at_R90,FPR_at_TPR90,FPR_at_TPR95
4,222,9105,RU,20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.5742187500000004,0.8674521142031081,0.0104838709677419,0.9929014643832216,0.9259470719851862,60006,429,40491,9169,10.483870967741936,0.0095196550270775,0.0115184620960765,0.9926528183707198,0.9869699227136188,0.9914489084221086,0.0131231671554252,0.0435483870967741
4,222,9105,RU,20000,FINAL,LATE_TEST_Q4,0.005,2.5742187500000004,0.8611371488256246,0.0098464796188459,0.9971160107917016,0.9241514097663324,32154,93,9352,5185,9.846479618845953,0.0079545279758889,0.0120492145515186,0.996811842199326,0.9884331701656512,0.9964423361992292,0.0127051349920592,0.0359978824775013
4,222,9105,RUT,20000,FINAL,OFFICIAL_TEST,0.005,2.8339843750000004,0.8482161458333334,0.0055007670392285,0.992352806763653,0.914640738530661,65143,502,90758,11657,5.500767039228578,0.0050311931704494,0.0060021786418116,0.9909456324585098,0.9910911273564768,0.990201415351116,0.0074950690335305,0.0198553583168967
4,222,9105,RUT,20000,FINAL,DOMAIN_OOD_EXACT,0.005,2.8339843750000004,0.854222685984134,0.009983967351698,0.993604605928577,0.9186568452552224,63854,411,40755,10897,9.983967351698004,0.0090461093361991,0.0109918753385479,0.9939358228577932,0.9887034491508356,0.9920245308330754,0.013141913229364,0.03303697225866
4,222,9105,RUT,20000,FINAL,TEMPLATE_OOD_EXACT,0.005,2.8339843750000004,0.8445810654558786,0.0054039089751398,0.9919183889772124,0.912339492163105,59896,488,89817,11022,5.403908975139804,0.0049361601587686,0.0059038452414546,0.9901919425013352,0.9908370200895296,0.989643089708208,0.0073971540889208,0.0191794474281601
4,222,9105,RUT,20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.8339843750000004,0.8510444524756053,0.0097751710654936,0.9932513370788412,0.9166653691045265,58871,400,40520,10304,9.775171065493646,0.0088446086314668,0.0107762501394403,0.9934426090473536,0.988511314575038,0.9915931598891824,0.0129032258064516,0.031427174975562
4,222,9105,RUT,20000,FINAL,LATE_TEST_Q4,0.005,2.8339843750000004,0.8726800396368408,0.0105876124933827,0.9969404925806944,0.9306809094024908,32585,100,9345,4754,10.587612493382744,0.0086225737661617,0.0128626038414839,0.9972013428265556,0.98945830761442,0.9965344628417404,0.0123875066172578,0.0265749073583906
5,242,9106,RU,20000,FINAL,OFFICIAL_TEST,0.005,2.9472656250000004,0.808125,0.005708963401271,0.9916753215626748,0.8905405890160347,62064,521,90739,14736,5.7089634012710935,0.0052304359219924,0.0062193066305912,0.9890885608804292,0.9894558378162897,0.9871895574184888,0.0098290598290598,0.0315033968880122
5,242,9106,RU,20000,FINAL,DOMAIN_OOD_EXACT,0.005,2.9472656250000004,0.8149188639616861,0.0108341835495311,0.9927316580293992,0.895079823382043,60916,446,40720,13835,10.834183549531168,0.0098566313639355,0.0118816190842704,0.9922548003790606,0.9856673707308272,0.9894264705882352,0.0174658698926298,0.0500170043239566
5,242,9106,RU,20000,FINAL,TEMPLATE_OOD_EXACT,0.005,2.9472656250000004,0.8030260300628895,0.0054371297270361,0.9914519498607244,0.8873463282382087,56949,491,89814,13969,5.437129727036155,0.0049679201348334,0.0059385231447949,0.9883160306271076,0.9892376908135032,0.9867363344051449,0.0095011350423564,0.0302530313936105
5,242,9106,RU,20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,2.9472656250000004,0.8102059992771955,0.010288367546432,0.9925443179202011,0.8921538975820187,56046,421,40499,13129,10.288367546432063,0.0093333151244231,0.011313833757711,0.9916952697269042,0.9854884964218352,0.9890722533712416,0.016813294232649,0.047238514173998
5,242,9106,RU,20000,FINAL,LATE_TEST_Q4,0.005,2.9472656250000004,0.8348911325959453,0.0091053467443091,0.9972488803582852,0.908876222685462,31174,86,9359,6165,9.105346744309156,0.0072893706354501,0.0112329807708532,0.996783794226648,0.9880994160905764,0.9958840425216902,0.014716781365802,0.0362096347273689
5,242,9106,RUT,20000,FINAL,OFFICIAL_TEST,0.005,3.3085937500000004,0.8178125,0.0058404558404558,0.9915852291564704,0.8963543859398748,62808,533,90727,13992,5.84045584045584,0.0053563587838773,0.0063563550035869,0.990088416018038,0.990486532868544,0.9885172527205388,0.0087990357221126,0.0248191978961209
5,242,9106,RUT,20000,FINAL,DOMAIN_OOD_EXACT,0.005,3.3085937500000004,0.8240692432208265,0.0110042267890978,0.9926997888901424,0.9005584632028304,61600,453,40713,13151,11.0042267890978,0.0100189308790364,0.0120593733743419,0.9930639154173948,0.9872022886798272,0.9903012642206426,0.0160083564106301,0.0404945829082252
5,242,9106,RUT,20000,FINAL,TEMPLATE_OOD_EXACT,0.005,3.3085937500000004,0.8125581657689163,0.0056364542384142,0.9912443664636872,0.8930508632179277,57625,509,89796,13293,5.636454238414263,0.0051585736577138,0.0061464971748354,0.9893372260752944,0.9902786526763924,0.9879905905658042,0.0085931011571895,0.0236642489341675
5,242,9106,RUT,20000,FINAL,DOMAIN_TEMPLATE_OOD_EXACT,0.005,3.3085937500000004,0.8191832309360318,0.0105816226783968,0.9924168126094572,0.8975173233023165,56667,433,40487,12508,10.581622678396872,0.0096128580086034,0.0116207433473733,0.9925309523563156,0.987020568132801,0.9898569157392688,0.0155913978494623,0.0385630498533724
5,242,9106,RUT,20000,FINAL,LATE_TEST_Q4,0.005,3.3085937500000004,0.8396314845068159,0.0100582318687136,0.9969789480379062,0.9115650214436288,31351,95,9350,5988,10.058231868713603,0.0081451174263453,0.0122818881316613,0.9969409531029132,0.9886399729852696,0.996237037037037,0.013446267866596,0.0302805717310746
6,262,9107,RU,20000,FINAL,OFFICIAL_TEST,0.005,2.5820312500000004,0.7980208333333333,0.0060048213894367,0.9911378485024904,0.8841570731988805,61288,548,90712,15512,6.004821389436774,0.0055138513070616,0.0065275767679852,0.987263603388178,0.9869971788194446,0.9818886900196028,0.0139710716633793,0.0396559281174665
